TARGET_B,TARGET_D,CONTROL_NUMBER,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PEP_STAR,RECENT_STAR_STATUS,recency_freq_status,RECENT_CARD_RESPONSE_PROP,MONTHS_SINCE_LAST_PROM_RESP,LAST_GIFT_AMT,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT
0,0,91292,89,23,0,S,18,H,M,5,0,7,860,488,93,0,0,A2,0.091,20,20,13,18,89
0,0,97199,17,23,0,T,34,H,F,5,1,,708,313,73,0,0,F1,0.5,17,15,10,17,17
0,0,116397,29,23,0,?,,U,F,4,1,,585,480,84,0,0,A2,0.286,21,25,13,18,29
0,0,118809,17,23,0,S,14,H,F,7,1,,1147,611,92,0,0,F1,0.333,20,15,8,20,20
0,0,123696,17,23,0,T,40,H,M,5,0,,435,375,77,0,0,F1,0.333,21,20,10,21,21
0,0,137539,17,23,0,C,24,H,F,5,0,,2158,411,78,0,0,F1,0.5,15,25,10,15,15
0,0,145428,29,23,0,U,3,H,F,4,1,,3390,671,74,1,0,A4,0.6,17,7,13,17,28
0,0,148232,77,23,0,S,17,H,M,4,0,5,2303,326,31,1,0,A3,0.4,24,13,12,24,76
0,0,149680,29,23,0,U,1,U,F,3,1,,912,228,34,0,0,A1,0.333,17,15,10,17,29
0,0,184377,41,23,0,R,44,H,M,5,1,,728,334,84,1,0,A4,0.364,17,10,14,17,41
1,14,2231,41,24,0,T,36,H,M,3,1,,564,217,64,1,1,S4,0.7,11,15,21,11,38
0,0,34739,113,24,0,C,28,H,M,7,1,5,523,271,75,0,0,A1,0.167,23,12,11,23,110
1,20,57647,101,24,0,R,49,H,M,7,1,0,724,322,87,0,0,A2,0.273,23,30,13,23,92
0,0,79326,101,24,0,T,40,U,M,3,0,6,638,288,50,1,0,A1,0.25,24,10,12,24,92
1,5,101665,137,24,0,T,40,H,F,5,1,8,803,413,80,1,1,S4,0.636,15,6,15,15,129
0,0,116454,29,24,0,T,40,H,F,2,1,,655,352,74,0,0,N2,0.5,16,15,13,16,22
1,13,119315,41,24,0,C,30,H,F,3,0,,345,202,41,0,0,A3,0.333,19,11,12,19,37
0,0,136818,65,24,0,S,21,U,F,4,1,1,884,358,68,0,0,E1,0,15,19,11,15,55
0,0,176715,53,24,0,C,27,U,F,,0,3,641,274,52,1,1,S4,0.364,18,10,14,18,52
1,10,186388,5,24,0,C,27,U,F,2,0,,879,296,87,1,0,A4,0.4,16,3,17,9,41
0,0,9973,77,25,0,S,14,H,F,7,1,8,1185,593,99,0,0,A2,0.143,20,20,29,20,75
0,0,17023,17,25,0,T,40,H,F,6,1,,717,304,75,0,0,F1,0.5,17,23,11,17,17
0,0,22050,29,25,0,R,43,H,F,7,0,,454,229,80,0,0,A1,0.2,22,20,10,22,31
0,0,24979,41,25,0,C,22,U,F,2,1,,1271,620,87,0,0,A2,0.182,24,20,11,24,41
0,0,34166,41,25,0,T,36,H,M,6,0,,741,193,84,0,0,A3,0.375,21,15,12,21,35
0,0,42394,29,25,0,C,25,H,F,2,0,,785,273,26,1,0,A4,0.444,18,7,12,18,33
0,0,42624,29,25,0,R,51,H,F,2,0,,398,232,76,1,0,A4,0.667,17,5,13,17,29
0,0,47590,29,25,0,R,42,H,M,3,0,,804,295,87,0,0,A3,0.167,21,10,12,18,31
0,0,48274,29,25,0,T,40,H,F,3,1,,781,414,89,0,0,A1,0.333,24,16,9,24,29
0,0,52478,125,25,0,R,43,U,U,1,1,1,531,225,81,0,0,A2,0.111,23,11,13,19,115
0,0,62063,29,25,0,R,46,H,M,3,0,,676,263,85,1,0,A4,0.286,17,5,12,17,31
1,5,66745,17,25,0,?,,H,F,4,1,,584,283,86,0,0,F1,0.5,17,15,10,17,17
0,0,68694,113,25,0,S,14,H,M,7,1,9,1643,800,99,1,0,A1,0.091,19,25,13,19,102
0,0,69452,65,25,0,T,38,H,F,3,0,,588,370,76,0,0,A1,0,19,15,11,19,51
0,0,77614,29,25,0,?,,H,F,5,1,,743,360,79,0,0,A3,0.375,19,20,10,19,32
0,0,78284,17,25,0,S,16,U,M,4,0,,567,330,67,0,0,F1,0.333,21,15,8,21,21
0,0,78730,41,25,0,S,20,U,F,4,0,,685,303,40,0,0,A4,0.333,21,7,12,21,35
0,0,80686,17,25,0,T,39,U,F,4,0,,399,258,75,0,0,F1,0,16,15,13,16,16
0,0,83656,17,25,0,U,1,U,F,1,0,,919,453,92,0,0,F1,0.333,21,25,11,21,21
0,0,90259,17,25,0,S,12,H,M,6,1,,1294,451,96,0,0,N1,0.333,21,25,11,21,21
0,0,91481,41,25,0,T,35,U,F,5,1,,1042,487,91,1,0,A3,0.25,15,6,14,15,41
0,0,100173,17,25,0,U,8,U,M,2,0,,671,257,79,0,0,N3,0.333,17,10,14,17,20
1,28,100369,29,25,0,S,20,U,F,2,0,,987,296,40,1,0,N4,0.429,15,32,14,15,26
0,0,100789,29,25,0,U,9,U,F,2,1,,632,194,19,0,0,N1,0.25,23,25,12,23,23
0,0,102474,41,25,0,S,18,H,F,6,1,,697,451,94,0,0,A1,0.3,25,20,11,25,36
0,0,103174,29,25,0,R,42,U,F,5,1,,714,229,84,0,0,N1,0.25,24,15,7,24,24
0,0,106323,137,25,0,R,45,U,F,2,1,3,287,227,75,1,0,A1,0,26,15,10,26,126
1,15,116453,17,25,0,S,14,H,F,4,0,,849,394,77,0,0,F1,0.5,17,15,12,17,17
0,0,120394,41,25,0,T,39,H,M,5,1,,1195,397,56,0,0,A1,0.222,17,25,14,17,44
0,0,125893,29,25,0,S,11,U,F,6,1,,834,430,86,0,0,A1,0.333,18,16,10,18,28
0,0,126921,53,25,0,T,39,H,F,5,1,,626,359,56,0,0,A1,0,18,15,11,18,51
0,0,131817,89,25,0,S,14,H,M,6,1,8,1048,500,88,0,0,A2,0.2,21,25,13,21,80
0,0,135498,41,25,0,U,2,H,M,1,1,,964,320,79,0,0,A1,0.286,24,16,9,24,35
0,0,137614,41,25,0,R,53,U,M,1,0,,376,176,78,0,0,A1,0.143,19,15,10,19,40
0,0,141179,65,25,0,U,8,H,U,5,0,5,690,321,76,0,0,A1,0.182,23,20,7,23,64
0,0,143095,65,25,0,U,10,U,F,1,1,0,1125,230,34,0,0,A1,0,,15,12,25,57
0,0,143222,41,25,0,U,10,H,F,4,0,2,1192,209,16,0,0,A2,0.143,15,10,14,15,44
0,0,146793,29,25,0,S,21,H,F,4,0,,1174,365,74,0,0,A1,0.167,26,25,10,26,31
1,10,148911,41,25,0,C,28,H,F,6,0,,1953,454,87,0,0,A1,0.091,25,20,11,25,43
0,0,151221,29,25,0,U,4,U,F,2,0,,1393,360,84,0,0,A3,0.167,20,10,12,20,32
0,0,153105,17,25,0,U,7,H,M,5,1,,1727,313,44,0,0,F1,0.5,16,15,12,16,16
0,0,153646,41,25,0,S,15,U,F,1,0,,1486,328,42,0,0,A4,0.375,16,5,16,16,37
0,0,169374,29,25,0,S,18,H,F,4,0,,1621,425,66,1,0,A3,0.5,15,10,12,15,29
0,0,178443,29,25,0,S,18,H,M,1,0,,0,0,0,0,0,A3,0.429,17,10,14,17,29
0,0,182386,29,25,0,C,27,H,F,5,1,,883,391,84,1,1,S4,0.556,15,4,12,15,32
0,0,183311,77,25,0,R,45,U,F,3,1,2,971,292,36,1,1,S4,0.636,21,11,13,21,76
0,0,3026,101,26,1,C,29,H,F,4,1,4,920,221,84,1,0,A1,0.091,18,13,32,6,93
0,0,3525,113,26,1,U,9,U,F,1,1,0,475,74,3,1,1,S2,0.1,25,22,31,7,103
0,0,17420,29,26,0,S,17,U,F,5,1,,775,249,25,0,0,A3,0.333,20,20,13,20,31
1,5,21815,17,26,0,T,36,U,F,3,0,,548,213,71,0,0,N4,0.5,15,6,15,15,21
0,0,24132,29,26,0,R,50,U,M,,0,,400,163,64,0,0,N3,0.333,15,10,11,15,23
0,0,26221,29,26,0,S,11,H,F,6,1,,1090,470,64,0,0,A1,0.2,21,16,10,21,31
0,0,28705,53,26,0,S,21,U,F,4,0,9,675,0,99,0,0,A1,0.111,17,25,14,17,53
1,16,30117,41,26,0,T,39,U,M,5,1,,679,350,87,0,0,A1,0.143,24,16,9,24,33
0,0,33429,41,26,0,R,43,H,F,3,1,3,508,243,79,1,1,S4,0.4,19,5,13,19,45
0,0,37794,29,26,0,S,13,U,F,,0,,2741,1022,92,0,0,N2,0.25,15,40,12,15,23
0,0,45377,137,26,0,U,5,U,M,,1,8,1025,460,95,1,1,S4,0.636,17,4,12,15,130
0,0,51011,53,26,0,T,35,H,M,6,1,9,1333,560,95,1,1,S4,0.5,16,7,12,16,53
0,0,56485,17,26,0,U,7,U,F,2,1,,664,235,43,0,0,F1,0.5,17,20,10,17,17
1,25,68951,77,26,0,S,14,U,M,,0,9,1223,575,83,1,0,A3,0.286,21,25,15,18,66
0,0,73954,137,26,0,R,45,U,F,,0,1,422,194,82,1,0,A2,0.182,23,17,13,23,130
1,10,74361,65,26,0,R,43,U,M,,0,2,545,265,91,1,1,S2,0.182,23,10,13,23,57
1,16,77784,41,26,0,S,11,H,F,2,1,8,987,430,67,1,0,A2,0.111,19,10,12,19,45
0,0,82809,77,26,0,S,20,H,M,2,1,5,897,451,86,1,0,A1,0.3,16,17,14,16,68
0,0,97916,53,26,0,R,46,H,M,5,1,3,588,267,63,1,0,A3,0.3,18,33,13,18,53
0,0,101505,101,26,0,T,41,H,F,4,0,4,385,193,67,0,0,A2,0.167,17,15,13,17,89
1,15,103298,29,26,0,R,42,H,F,5,0,,588,258,58,0,0,A1,0,26,15,9,26,31
0,0,104134,137,26,0,T,36,H,M,5,1,4,497,276,81,1,0,A1,0,26,22,11,26,129
0,0,107431,29,26,0,R,53,H,F,7,1,,328,163,70,0,0,N1,0.333,23,15,8,23,23
0,0,112457,53,26,0,R,43,U,F,,0,5,439,203,81,0,0,L1,0.111,15,25,12,15,49
0,0,115784,17,26,0,C,30,H,M,5,0,,362,209,63,0,0,F1,0,15,15,10,15,15
0,0,118092,101,26,0,T,35,U,F,1,1,6,695,371,85,1,0,A1,0.091,21,25,13,21,90
0,0,118171,137,26,0,R,45,U,F,,0,3,396,195,75,1,0,A1,0,,50,12,25,123
1,17,120574,29,26,0,C,27,U,M,4,0,,391,243,62,0,0,A1,0.167,18,17,12,18,32
1,30,130426,17,26,0,S,18,H,F,4,0,,831,408,76,0,0,F1,0.5,16,25,11,16,16
0,0,130616,41,26,0,S,18,H,F,5,1,,528,299,68,1,0,A4,0.455,18,10,13,18,40
0,0,135310,101,26,0,U,2,H,M,7,1,2,2127,780,97,1,0,A1,0.167,18,25,14,18,90
0,0,146713,53,26,0,C,33,U,M,1,0,3,3448,345,74,1,0,A1,0,18,16,11,18,53
0,0,156245,17,26,0,T,35,U,M,,0,,1742,469,82,0,0,N3,0.667,15,10,13,15,21
0,0,157245,29,26,0,S,14,U,M,,0,,5546,794,90,0,0,N1,0.2,24,100,11,24,24
1,5,186456,137,26,1,C,27,U,F,3,0,6,589,277,61,1,1,S3,0.375,17,5,32,4,129
0,0,3273,17,27,1,U,8,U,M,2,0,,856,233,64,0,0,F1,0.5,14,10,25,13,17
0,0,4532,101,27,1,?,,U,F,2,0,5,763,329,76,1,0,A1,0.1,25,12,31,24,90
0,0,7120,137,27,1,C,24,U,F,2,1,6,1223,615,97,1,1,S2,0.1,18,10,14,18,130
0,0,7340,89,27,1,T,40,U,F,,0,8,704,502,73,1,0,A1,0,19,16,16,19,78
0,0,7515,89,27,1,S,11,U,M,,1,9,1628,258,42,1,0,A1,0,,30,16,25,81
0,0,7540,113,27,1,S,13,U,M,7,0,9,5963,1330,90,0,0,A1,0,27,25,33,5,113
0,0,8121,125,27,1,S,19,H,F,4,0,6,731,239,81,1,1,S3,0.375,18,10,30,16,117
0,0,8765,137,27,1,C,26,H,M,6,1,,1769,83,13,1,0,A1,0.167,21,10,12,21,130
0,0,9429,137,27,1,C,29,U,M,,1,4,910,415,63,1,0,A2,0,18,16,15,18,127
0,0,9576,101,27,1,U,7,H,F,3,1,3,1619,375,52,1,1,S3,0.333,17,13,18,17,90
0,0,10204,101,27,0,T,40,H,F,7,1,4,857,260,76,1,1,S2,0.111,20,15,29,20,97
0,0,12511,137,27,1,C,23,H,F,5,1,9,707,385,89,1,1,S4,0.364,18,6,24,18,120
0,0,13004,113,27,1,U,10,U,F,1,1,0,331,76,3,1,0,A1,0.222,22,10,25,16,105
0,0,13640,89,27,1,S,21,U,F,,0,2,656,228,33,1,1,S2,0.273,21,15,27,19,85
0,0,14716,137,27,1,U,1,H,F,1,1,7,2777,279,29,1,0,A2,0.333,24,11,8,24,131
0,0,14868,65,27,1,S,12,H,F,7,0,9,1688,350,10,1,0,A1,0,18,18,14,18,63
0,0,19491,137,27,0,C,23,U,F,,0,6,544,257,33,1,0,A1,0,20,15,11,20,128
0,0,19897,17,27,0,C,30,H,F,3,0,,448,222,72,0,0,F1,0.333,20,20,10,20,20
1,10,19986,41,27,0,T,39,H,M,4,0,,397,183,75,0,0,A4,0.333,16,10,14,16,45
0,0,20641,17,27,0,R,50,U,F,7,1,,500,319,87,0,0,F1,0,16,20,12,16,16
0,0,24651,29,27,0,T,40,H,F,4,1,,672,260,75,1,0,A3,0.6,16,7,12,16,29
1,30,26946,17,27,0,?,,H,F,5,1,,1672,722,99,0,0,F1,0.333,20,23,10,20,20
0,0,27558,125,27,0,C,27,H,F,4,1,7,735,421,83,1,1,S3,0.2,15,8,13,15,125
0,0,27998,53,27,0,C,24,H,M,7,1,9,1194,605,95,1,0,A2,0.273,25,10,11,25,49
0,0,36516,29,27,0,U,8,U,F,,0,,1040,443,87,0,0,A3,0.167,19,10,13,19,29
0,0,37328,17,27,0,S,12,H,F,2,0,,2171,545,81,0,0,F1,0.333,21,20,10,21,21
0,0,38172,113,27,0,U,7,H,M,4,1,4,787,275,57,1,1,S4,0.364,17,5,12,17,113
0,0,38698,29,27,0,S,21,U,M,1,0,,2269,716,92,0,0,A1,0.2,20,20,10,20,28
1,26,38734,77,27,0,C,23,H,F,6,0,9,1979,350,69,0,0,A1,0,16,26,11,16,76
1,25,39257,77,27,0,S,18,H,U,4,0,7,1093,364,95,0,0,A2,0.25,16,20,14,16,68
0,0,39885,41,27,0,S,20,H,M,7,1,6,956,346,78,1,0,A3,0.333,18,12,9,18,44
1,10,44765,137,27,0,C,29,H,M,5,1,2,631,252,96,1,0,A2,0.2,18,10,13,18,107
0,0,45057,137,27,0,U,9,H,F,2,1,7,0,0,0,1,0,A1,0.4,25,10,11,25,123
1,25,45338,89,27,0,S,16,H,F,4,1,7,698,232,88,1,0,A1,0.273,23,15,12,23,87
1,10,45971,29,27,0,R,46,U,M,5,0,,1155,328,88,1,0,A4,0.5,19,10,13,19,28
0,0,46746,89,27,0,S,21,H,M,1,1,6,511,240,58,0,0,A1,0.125,22,17,10,22,87
0,0,47216,137,27,0,C,24,U,M,6,1,9,1332,429,58,1,0,A2,0.222,23,10,13,18,127
0,0,49256,29,27,0,R,43,H,F,3,1,,532,196,73,0,0,N2,0.25,16,10,13,16,23
0,0,51513,17,27,0,C,28,H,F,3,0,,584,252,86,0,0,F1,0,20,20,10,20,20
0,0,54438,89,27,0,R,46,U,M,4,0,8,616,276,78,1,0,A1,0.2,20,17,13,20,81
0,0,56541,29,27,0,S,13,H,M,3,0,,791,317,75,0,0,N1,0,18,24,12,18,27
0,0,57412,17,27,0,S,12,H,F,5,1,,910,484,92,0,0,F1,0,16,15,11,16,16
0,0,58156,17,27,0,C,28,U,M,6,1,,724,204,52,0,0,F1,0,19,20,10,19,19
0,0,59911,137,27,0,C,25,U,F,,0,2,417,133,26,1,1,S4,0.545,19,10,12,17,128
0,0,60980,17,27,0,S,16,H,M,5,0,,541,332,90,0,0,F1,0.333,21,15,8,21,21
0,0,62107,17,27,0,T,40,H,F,7,1,,708,340,88,0,0,F1,0.5,16,15,11,16,16
0,0,65123,41,27,0,S,18,H,F,5,1,,696,327,69,0,0,A2,0.125,18,20,14,18,43
1,15,65500,29,27,0,S,11,H,M,5,0,,690,419,89,0,0,A2,0.167,15,15,12,15,30
1,10,65565,125,27,0,U,5,U,F,2,1,,707,282,70,1,1,S4,0.167,16,6,7,16,124
0,0,68105,137,27,0,U,10,H,F,3,1,,316,307,85,1,0,A1,0,,14,10,26,130
0,0,69226,29,27,0,C,32,U,M,7,0,,420,313,53,0,0,A2,0.333,17,11,14,17,29
0,0,69342,29,27,0,T,40,U,F,5,0,,1669,674,98,0,0,A4,0.375,21,15,15,18,32
0,0,70359,41,27,0,R,49,H,M,5,1,5,508,308,93,1,1,S4,0.5,19,3,11,19,45
0,0,73722,29,27,0,S,17,U,F,5,0,,947,416,68,0,0,N1,0,,15,8,23,23
0,0,74332,77,27,0,T,36,U,F,2,1,2,551,257,78,0,0,A2,0.143,17,20,8,17,76
0,0,75422,137,27,0,R,45,U,F,1,1,2,289,235,79,1,1,S4,0.222,21,25,14,18,117
0,0,76916,17,27,0,R,49,U,M,1,0,,462,300,78,0,0,N2,0.5,16,10,15,16,21
0,0,77612,17,27,0,?,,H,F,5,1,,499,278,69,0,0,F1,0.333,21,15,8,21,21
1,19,79562,89,27,0,S,20,H,M,4,0,6,677,272,50,1,0,A1,0.125,17,17,14,17,89
1,3,81293,113,27,0,C,30,H,F,2,1,,345,195,59,1,0,A4,0.75,17,2,7,17,113
0,0,81695,137,27,0,C,27,H,F,2,1,6,576,292,59,1,0,A2,0,15,10,12,15,128
0,0,81844,41,27,0,C,30,H,F,3,0,,477,227,37,1,0,A3,0.444,17,8,13,17,41
0,0,82588,41,27,0,S,13,H,M,5,1,,1635,738,97,0,0,A1,0.222,23,16,12,23,41
1,10,86017,137,27,0,C,28,H,M,2,1,8,595,332,89,1,0,A1,0.286,17,10,5,17,127
0,0,88277,29,27,0,S,11,H,F,5,0,,1566,488,48,0,0,A1,0,17,15,10,17,29
0,0,90601,89,27,0,C,22,U,M,,0,7,2250,170,12,1,1,S3,0.444,18,6,12,18,81
0,0,90817,101,27,0,S,16,H,F,1,1,4,672,313,83,1,0,A1,0.167,24,15,9,24,96
0,0,92525,17,27,0,T,35,H,M,7,1,,1085,512,92,0,0,F1,0.333,21,15,8,21,21
0,0,93714,29,27,0,U,5,H,F,5,0,,758,393,74,1,0,A4,0.375,15,15,14,15,33
0,0,96314,137,27,0,R,53,H,M,5,0,0,1316,571,95,1,0,A1,0.091,17,25,22,17,126
1,4,97537,41,27,0,T,41,U,M,2,0,,316,200,71,0,0,A4,0.375,15,4,12,15,40
0,0,98964,137,27,0,R,43,U,F,,0,1,380,229,82,1,0,A1,0,18,10,11,18,127
1,3,99209,137,27,0,C,28,H,F,2,1,,517,303,77,1,1,S3,0.2,21,3,9,19,128
0,0,106598,29,27,0,T,36,U,F,7,1,,340,242,70,0,0,A3,0.286,15,12,8,15,28
0,0,107257,17,27,0,C,31,U,F,2,0,,578,247,51,0,0,F1,0.5,17,33,13,17,17
1,19,109996,77,27,0,R,42,H,F,7,1,8,791,394,83,0,0,A1,0.143,18,19,11,18,76
0,0,117399,65,27,0,S,13,H,M,4,1,7,842,440,85,1,1,S3,0.333,17,10,15,17,65
0,0,118199,41,27,0,C,24,H,F,2,1,,830,428,88,0,0,A4,0.25,18,7,7,18,40
1,200,120115,77,27,0,R,53,U,M,1,1,1,274,154,66,0,0,A2,0.273,24,50,14,24,68
0,0,120966,29,27,0,U,10,H,F,4,0,,414,145,38,0,0,A1,0.167,21,20,10,21,32
0,0,122261,65,27,0,U,7,U,M,3,0,7,660,343,39,0,0,A1,0.143,16,16,10,16,57
1,3,123862,41,27,0,C,22,U,F,5,0,,978,428,40,0,0,A4,0.25,15,4,10,15,36
0,0,124744,41,27,0,U,6,U,F,4,1,2,483,239,76,1,0,A1,0.364,20,15,13,20,44
0,0,126302,41,27,0,C,30,U,F,2,1,0,362,130,58,1,1,S4,0.727,15,6,12,15,45
0,0,126479,125,27,0,C,24,U,M,7,1,8,872,420,62,1,0,A1,0.455,23,24,13,23,124
1,8,126639,65,27,0,R,49,U,M,,0,3,588,237,74,0,0,A3,0.1,18,10,12,18,64
0,0,127606,29,27,0,R,46,U,M,1,0,,765,549,89,0,0,A3,0.167,17,10,13,17,28
0,0,127997,77,27,0,R,44,U,F,3,0,3,508,263,63,0,0,A1,0.143,16,15,10,16,68
0,0,128652,17,27,0,T,39,U,F,7,1,,512,292,77,0,0,F1,0.5,17,15,10,17,17
1,10,128976,77,27,0,S,18,U,F,2,0,4,642,271,87,0,0,A1,0.286,17,20,13,17,68
0,0,130231,137,27,0,S,12,H,F,4,0,8,896,465,81,1,1,S3,0.3,18,12,15,18,123
0,0,130254,41,27,0,S,17,H,F,4,1,6,640,286,40,0,0,A3,0.273,21,9,11,21,44
1,12,131263,137,27,0,C,31,U,F,2,1,0,475,82,8,1,1,S3,0.375,17,14,13,17,131
0,0,135354,89,27,0,S,21,H,M,4,1,5,1030,337,58,0,0,A1,0,30,25,13,18,78
0,0,136982,41,27,0,T,35,H,F,5,0,,1074,469,96,0,0,A2,0.167,16,25,14,16,45
0,0,137424,89,27,0,C,29,U,M,1,0,7,0,0,0,1,0,A1,0.364,24,16,12,24,89
0,0,140777,29,27,0,S,12,H,M,6,0,,1161,448,79,1,0,A3,0.25,20,7,11,20,32
0,0,141349,29,27,0,T,39,H,M,2,1,,573,268,80,1,0,A4,0.286,19,20,14,19,27
1,18,141500,29,27,0,S,18,H,M,4,0,,720,328,63,1,0,A4,0.286,15,10,13,15,28
0,0,142022,29,27,0,R,44,U,M,1,0,,751,341,72,0,0,A1,0.333,24,16,10,24,28
0,0,143127,41,27,0,U,2,U,U,,0,7,3743,453,76,1,1,S3,0.444,15,10,12,15,45
0,0,146339,137,27,0,U,8,H,M,5,1,5,1801,334,53,1,1,S3,0.25,16,5,12,16,123
0,0,147362,65,27,0,U,2,H,M,5,0,7,1568,404,70,0,0,A1,0,18,30,13,18,63
0,0,153400,17,27,0,U,2,U,M,1,1,,1236,248,17,0,0,F1,0,16,18,11,16,16
0,0,154407,137,27,0,C,26,U,M,1,0,2,1452,252,34,1,0,A1,0,26,10,10,26,121
0,0,154697,41,27,0,R,42,H,F,3,0,,1279,400,71,0,0,A1,0.111,25,20,12,25,41
1,9,160483,29,27,0,C,27,H,F,4,1,,1286,366,70,1,0,A4,0.333,15,10,14,15,28
0,0,161425,29,27,0,R,52,H,F,4,1,,900,298,54,1,0,A3,0.429,20,10,12,20,32
0,0,163771,89,27,0,S,11,U,U,,0,7,4763,502,60,1,0,A1,0,18,18,13,18,81
0,0,164315,41,27,0,S,12,H,M,6,1,,2132,524,79,1,1,S4,0.4,18,8,7,18,40
1,10,165746,137,27,0,C,27,H,M,5,0,6,1429,492,86,1,0,A2,0.167,18,10,8,18,126
0,0,167253,65,27,0,U,3,U,F,,0,8,4048,565,52,0,0,A2,0.182,24,15,12,24,56
1,10,169280,29,27,0,S,20,U,F,1,0,,1875,68,1,0,0,A3,0.444,22,10,14,22,33
1,12,171738,89,27,0,U,2,U,M,,0,9,2098,564,83,1,0,A2,0,19,10,13,18,81
0,0,173165,29,27,0,T,36,H,M,5,1,,637,204,67,1,0,A4,0.429,15,7,12,15,33
0,0,173378,113,27,0,T,38,U,F,,0,,1148,274,37,1,0,A2,0.091,15,20,13,15,113
0,0,174146,53,27,0,S,16,U,F,3,1,3,2404,363,59,0,0,A1,0,17,20,12,17,50
0,0,175132,65,27,0,R,49,U,M,,0,8,1127,356,75,1,0,A1,0.091,19,50,13,19,65
0,0,177280,65,27,0,R,51,H,F,1,1,1,520,156,64,0,0,A1,0.1,21,30,12,21,62
0,0,177762,77,27,0,R,46,U,M,5,1,3,740,229,78,0,0,A3,0.222,16,39,16,16,66
0,0,179427,17,27,0,U,3,H,M,3,1,,1090,274,55,0,0,F2,0.5,16,20,16,15,16
1,10,182034,29,27,0,S,16,H,M,4,0,,716,265,34,0,0,A1,0,18,20,11,18,28
0,0,182112,29,27,0,C,31,H,M,3,1,,632,186,33,0,0,A3,0.125,19,10,13,18,32
0,0,184676,17,27,0,S,12,H,U,6,0,,1380,639,70,0,0,F1,0.5,15,20,10,15,15
0,0,12407,41,28,1,T,34,H,F,5,0,,843,403,60,1,0,A4,0.727,15,17,32,14,40
1,10,14394,17,28,0,T,39,U,M,3,1,,631,273,70,0,0,F1,0,20,0,13,18,20
0,0,20094,29,28,0,R,49,U,M,2,0,,675,222,0,0,0,A1,0.222,24,36,12,24,33
0,0,21665,41,28,0,R,49,H,F,4,0,,633,246,86,1,1,S4,0.4,17,8,13,17,41
0,0,24019,29,28,0,R,43,U,F,2,1,,635,255,80,1,0,A3,0.167,19,14,12,19,27
0,0,35075,29,28,0,C,30,H,F,1,0,,515,221,43,1,1,S3,0.222,18,6,13,18,32
0,0,35462,137,28,0,C,27,H,M,7,1,5,876,297,42,1,1,S2,0.222,16,17,11,16,123
1,21,40338,41,28,0,S,18,U,F,,0,,902,410,93,1,0,A1,0.182,26,15,10,26,41
0,0,49422,29,28,0,C,26,U,F,5,1,,400,221,81,1,1,S4,0.75,17,8,13,17,33
0,0,50188,17,28,0,C,27,U,F,3,0,,288,85,60,0,0,F1,0,20,20,10,20,20
0,0,55709,77,28,0,C,32,H,F,3,1,2,376,160,67,0,0,A1,0.222,26,10,9,26,69
0,0,62046,17,28,0,T,36,H,M,3,0,,746,435,90,0,0,F1,0.5,17,25,11,17,17
1,12,65740,65,28,0,S,16,U,F,2,0,4,777,444,97,1,1,S3,0.364,19,11,13,19,56
0,0,67413,17,28,0,U,8,H,F,3,0,,496,352,94,0,0,F1,0.5,16,15,11,16,16
0,0,82371,65,28,0,S,21,H,M,6,0,3,686,275,73,1,1,S2,0.1,22,14,12,22,61
0,0,82402,29,28,0,R,49,U,F,,1,,865,423,93,0,0,A1,0.286,24,15,9,24,33
0,0,86480,29,28,0,C,25,U,F,2,1,,423,178,50,0,0,A2,0.143,18,15,12,18,31
1,20,90532,101,28,0,S,11,H,M,6,1,8,727,350,23,0,0,A2,0,18,12,13,18,88
1,15,92514,53,28,0,S,12,H,F,7,1,8,1499,408,73,1,0,A1,0.273,21,15,12,21,53
0,0,94609,125,28,0,S,16,U,M,2,1,5,855,332,83,1,1,S4,0.333,21,5,12,17,122
0,0,99076,41,28,0,T,36,H,M,4,0,,402,189,61,1,0,A4,0.556,15,9,14,15,41
0,0,101928,89,28,0,S,16,U,F,,0,8,1112,439,64,1,0,A2,0.364,18,10,12,18,89
0,0,102235,41,28,0,S,17,H,M,5,1,,547,378,92,1,1,S4,0.3,21,5,14,18,42
0,0,104812,29,28,0,S,14,H,F,7,1,,1210,595,87,0,0,A2,0.25,21,12,11,21,33
0,0,110639,29,28,0,T,35,H,F,3,1,,747,463,88,0,0,A3,0.4,16,5,13,16,29
0,0,118827,17,28,0,S,12,H,M,4,0,,827,469,95,0,0,N2,0.5,17,20,11,16,17
1,13,121208,89,28,0,U,3,U,F,6,1,8,5149,659,72,1,1,S4,0.3,17,15,14,17,89
0,0,121478,89,28,0,C,32,H,M,4,1,0,427,83,40,0,0,A1,0,19,15,13,19,86
1,5,124315,41,28,0,C,27,U,F,,0,5,524,341,53,0,0,A3,0.125,18,10,12,18,44
0,0,127358,89,28,0,S,14,U,M,4,0,8,516,231,84,1,1,S2,0.1,20,20,14,20,80
0,0,129737,17,28,0,S,12,U,M,5,0,,861,461,80,0,0,F1,0.5,17,15,10,17,17
